BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,lat,lng
3,100,2,0,2828,17,13,11222.0,3.0,0.0,3.0,2100.0,2761.0,1980.0,1,13,2000000,2019-04-12,40.7207734,-73.9420762
4,72,1,0,15799,42,10,11691.0,2.0,0.0,2.0,5700.0,2296.0,1950.0,1,10,390000,2019-06-28,40.5969182,-73.7612321
5,38,0,0,721,16,5,10314.0,1.0,0.0,1.0,2700.0,1621.0,2018.0,1,5,697501,2019-05-07,40.6094565,-74.128148
2,174,1,0,4016,27,10,10460.0,2.0,0.0,2.0,2342.0,2892.0,1920.0,1,10,550000,2019-02-26,40.8414023,-73.8706093
1,102,10,4,618,1430,109,10011.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,109,15500000,2019-05-24,40.7391928,-74.0024462
1,146,10,4,1327,1106,109,10022.0,1.0,0.0,1.0,0.0,0.0,1990.0,2,109,1470000,2019-06-03,40.7573869,-73.9671432
3,36,12,7,351,1101,106,11231.0,1.0,0.0,1.0,0.0,0.0,1900.0,2,106,1400000,2019-12-13,40.7476873,-73.9878772
2,54,2,0,2995,36,13,10460.0,3.0,0.0,3.0,2000.0,3294.0,1920.0,1,13,880000,2019-08-07,40.8324659,-73.8878019
3,47,12,7,330,1501,106,11231.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,106,2341975,2019-06-28,40.685085,-74.001953
4,203,0,0,12080,248,5,11436.0,1.0,0.0,1.0,2912.0,990.0,1940.0,1,5,425000,2019-04-12,40.669344,-73.79504899999999
4,143,1,0,2829,127,9,11378.0,2.0,0.0,2.0,2067.0,1720.0,1950.0,1,9,650000,2019-04-12,40.722482,-73.892719
2,28,10,4,4340,1039,109,10467.0,1.0,0.0,1.0,0.0,0.0,1957.0,2,109,260000,2019-03-22,40.8611542,-73.869905
4,69,2,0,1347,41,13,11377.0,3.0,0.0,3.0,3200.0,2376.0,1920.0,1,13,1262500,2019-09-24,40.7409192,-73.89706819999999
4,212,0,0,10422,62,2,11412.0,1.0,0.0,1.0,4900.0,1230.0,1950.0,1,2,525000,2019-03-13,40.701526,-73.770021
5,233,1,0,178,12,10,10310.0,2.0,0.0,2.0,3000.0,1944.0,1910.0,1,10,334000,2019-03-11,40.6339193,-74.116552
3,210,4,2,4452,224,131,11239.0,0.0,0.0,0.0,0.0,0.0,2019.0,1,131,21,2019-04-18,40.6532952,-73.87716429999999
5,163,9,4,2363,1037,107,10314.0,1.0,0.0,1.0,0.0,0.0,1974.0,2,107,180000,2019-08-20,40.593301,-74.1599154
4,69,2,0,2494,30,13,11373.0,3.0,0.0,3.0,936.0,2220.0,1945.0,1,13,950000,2019-03-27,40.7325329,-73.885279
5,2,0,0,6244,2,124,10312.0,1.0,2.0,3.0,7000.0,3300.0,1930.0,1,124,375000,2019-12-23,40.5397445,-74.177056
4,183,0,0,10714,32,1,11428.0,1.0,0.0,1.0,2500.0,1691.0,1940.0,1,1,405000,2019-04-11,40.7260407,-73.73783879999999
2,205,0,0,3441,29,8,10473.0,1.0,0.0,1.0,4465.0,884.0,1983.0,1,8,283000,2019-09-03,40.8079584,-73.857719
3,88,9,4,2121,1007,109,11238.0,1.0,0.0,1.0,0.0,0.0,1930.0,2,107,1472850,2019-10-07,40.6863652,-73.96986969999999
1,224,10,4,1531,1041,109,10028.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,109,940000,2019-05-06,40.7780577,-73.9537655
4,211,1,0,13057,78,11,11413.0,2.0,0.0,2.0,2370.0,1672.0,1915.0,1,11,365000,2019-02-07,40.6708706,-73.756709
3,240,10,4,2375,1026,109,11211.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,1305000,2019-12-03,40.7119605,-73.9523403
1,223,10,4,1388,1048,109,10021.0,1.0,0.0,1.0,0.0,0.0,1982.0,2,109,1800000,2019-10-30,40.7731887,-73.9660641
3,172,6,5,938,55,15,11217.0,5.0,0.0,5.0,2500.0,6772.0,1920.0,2,15,1710000,2019-08-22,40.7129729,-74.008905
4,84,0,0,5530,32,1,11358.0,1.0,0.0,1.0,3000.0,1530.0,1920.0,1,1,855000,2019-09-26,40.7553575,-73.7912056
2,153,14,8,2345,49,87,10451.0,0.0,1.0,1.0,2436.0,2202.0,1931.0,4,87,286126,2019-03-26,40.8153161,-73.9289785
1,227,10,4,1218,1042,109,10024.0,1.0,0.0,1.0,0.0,0.0,1986.0,2,109,1081000,2019-05-09,40.7874875,-73.9718445
1,232,10,4,2179,1054,109,10040.0,1.0,0.0,1.0,0.0,0.0,1987.0,2,109,385000,2019-09-24,40.8555791,-73.9377196
5,95,0,0,3574,57,5,10306.0,1.0,0.0,1.0,2358.0,1600.0,1987.0,1,5,10,2019-04-09,40.57989999999999,-74.10128499999999
4,212,1,0,10941,211,11,11412.0,2.0,0.0,2.0,3000.0,1430.0,1920.0,1,11,720000,2019-08-19,40.705906,-73.755629
3,36,12,7,354,1003,106,11231.0,1.0,0.0,1.0,0.0,0.0,1900.0,2,106,1295000,2019-09-16,40.6818251,-74.00074760000001
2,127,9,4,3249,1034,107,10468.0,1.0,0.0,1.0,0.0,0.0,2006.0,2,107,347500,2019-09-20,40.871939,-73.90197789999999
4,186,0,0,9582,20,1,11419.0,1.0,0.0,1.0,2500.0,1312.0,1925.0,1,1,675000,2019-08-23,40.688242,-73.816028
3,148,0,0,7680,37,8,11210.0,1.0,0.0,1.0,2400.0,1376.0,1925.0,1,8,860500,2019-03-05,40.616037,-73.9484109
3,135,1,0,7290,37,10,11229.0,2.0,0.0,2.0,3200.0,2260.0,1930.0,1,10,1600000,2019-11-07,40.601272,-73.960689
3,33,6,5,3226,7,15,11221.0,6.0,0.0,6.0,1673.0,4320.0,1931.0,2,15,1800000,2019-07-17,40.6962777,-73.92986259999999
2,190,0,0,5844,1924,1,10471.0,1.0,0.0,1.0,4311.0,2310.0,1930.0,1,1,761800,2019-07-02,40.90306380000001,-73.8984806
3,135,0,0,6786,29,1,11229.0,1.0,0.0,1.0,2500.0,1408.0,1925.0,1,1,900000,2019-08-12,40.6100201,-73.9497819
5,181,0,0,6666,85,5,10309.0,1.0,0.0,1.0,2975.0,980.0,2003.0,1,5,415000,2019-11-04,40.513172,-74.1959679
3,182,12,7,1146,1003,106,11238.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,106,1730007,2019-02-06,40.6785169,-73.9646021
5,160,1,0,3649,42,10,10306.0,2.0,0.0,2.0,4000.0,2199.0,2018.0,1,10,998000,2019-02-25,40.5715003,-74.11043819999999
4,171,0,0,11347,46,5,11417.0,1.0,0.0,1.0,2100.0,1216.0,1940.0,1,5,150000,2019-08-14,40.67471,-73.85208999999999
4,121,0,0,9947,6,1,11432.0,1.0,0.0,1.0,4845.0,1776.0,1940.0,1,1,1015000,2019-01-23,40.7169141,-73.7831551
3,139,0,0,7866,64,125,11234.0,1.0,1.0,2.0,2000.0,2560.0,1931.0,1,125,1075000,2019-02-07,40.6191979,-73.9336055
4,133,9,4,72,1024,109,11101.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,107,1377888,2019-09-17,40.7449659,-73.947155
4,212,0,0,10988,16,1,11412.0,1.0,0.0,1.0,2700.0,1648.0,1920.0,1,1,650000,2019-08-30,40.698677,-73.761775
3,35,0,0,8323,58,5,11236.0,1.0,0.0,1.0,2162.0,1368.0,1960.0,1,5,580000,2019-04-25,40.6298711,-73.8893446
3,201,1,0,7385,39,12,11229.0,2.0,0.0,2.0,2200.0,1848.0,1950.0,1,12,905000,2019-10-30,40.59615300000001,-73.9433414
4,84,33,8,4972,1235,115,11354.0,0.0,1.0,1.0,0.0,0.0,2016.0,4,115,2066533,2019-11-22,40.7604178,-73.8331616
3,56,1,0,4148,8,11,11208.0,2.0,0.0,2.0,1900.0,2052.0,1910.0,1,11,705000,2019-07-26,40.682523,-73.87063619999999
4,111,0,0,10368,242,1,11423.0,1.0,0.0,1.0,4190.0,1534.0,1925.0,1,1,550000,2019-06-18,40.7073729,-73.768196
1,223,10,4,1452,1019,109,10075.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,109,2600000,2019-01-29,40.7720036,-73.955553
5,115,0,0,6313,22,2,10312.0,1.0,0.0,1.0,4000.0,2170.0,1975.0,1,2,660000,2019-11-25,40.540879,-74.19120099999999
3,240,12,7,2369,1006,106,11211.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,106,1180000,2019-06-14,40.7134388,-73.9561665
3,76,1,0,5198,15,10,11230.0,2.0,0.0,2.0,4000.0,3792.0,1910.0,1,10,1290000,2019-10-29,40.6355745,-73.9654863
2,28,0,0,4528,29,5,10469.0,1.0,0.0,1.0,2000.0,1440.0,1950.0,1,5,352000,2019-11-19,40.866144,-73.848378
2,217,1,0,5596,40,9,10465.0,2.0,0.0,2.0,1800.0,1998.0,1950.0,1,9,1,2019-02-06,40.8161879,-73.823684
1,1,6,4,392,33,20,10009.0,17.0,1.0,18.0,1909.0,8441.0,1900.0,2,19,84413,2019-12-16,40.7257793,-73.97796919999999
2,18,1,0,3087,6,10,10458.0,2.0,0.0,2.0,2500.0,2148.0,1905.0,1,10,515642,2019-06-27,40.8533221,-73.88746189999999
3,182,1,0,1151,22,12,11238.0,2.0,0.0,2.0,2000.0,4240.0,1931.0,1,12,3660000,2019-01-07,40.678669,-73.970495
4,207,0,0,10186,8,1,11433.0,1.0,0.0,1.0,4508.0,1360.0,1960.0,1,1,389500,2019-10-29,40.6960996,-73.7854876
1,146,10,4,1323,1080,109,10017.0,1.0,0.0,1.0,0.0,0.0,1985.0,2,109,735000,2019-08-07,40.7545645,-73.969234
4,17,0,0,8654,8,1,11426.0,1.0,0.0,1.0,2500.0,1248.0,1930.0,1,1,650000,2019-05-22,40.72778,-73.72078800000001
3,76,0,0,5190,15,5,11226.0,1.0,0.0,1.0,2000.0,1936.0,1905.0,1,5,1250000,2019-05-29,40.7385669,-73.97898529999999
2,152,1,0,2692,82,10,10459.0,2.0,0.0,2.0,2035.0,1756.0,1901.0,1,10,100000,2019-09-18,40.8264102,-73.8978545
4,84,10,4,4995,1059,109,11354.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,977345,2019-03-20,40.7669822,-73.8213762
4,72,1,0,15821,20,10,11691.0,2.0,0.0,2.0,2145.0,2606.0,2004.0,1,10,523000,2019-05-06,40.5936144,-73.7624515
5,98,0,0,5442,269,8,10308.0,1.0,0.0,1.0,2300.0,1424.0,1976.0,1,8,520000,2019-03-29,40.55629500000001,-74.15437
3,90,0,0,8866,1831,1,11229.0,1.0,0.0,1.0,1800.0,2052.0,1920.0,1,1,624000,2019-09-16,40.5866035,-73.9253157
5,162,0,0,4361,19,5,10306.0,1.0,0.0,1.0,2805.0,1520.0,1965.0,1,5,565000,2019-08-30,40.7133372,-73.99597880000002
4,72,0,0,15798,36,1,11691.0,1.0,0.0,1.0,4750.0,3364.0,1899.0,1,1,230000,2019-11-19,40.596525,-73.7621345
4,211,0,0,12279,18,2,11434.0,1.0,0.0,1.0,6000.0,1246.0,1945.0,1,2,620000,2019-08-29,40.6717464,-73.7823306
5,158,0,0,37,30,1,10301.0,1.0,0.0,1.0,2500.0,1567.0,2006.0,1,1,200000,2019-08-14,40.63895,-74.082478
2,13,2,0,3294,25,13,10458.0,3.0,0.0,3.0,1792.0,2808.0,1915.0,1,13,575000,2019-05-09,40.8658808,-73.8918236
5,206,0,0,3110,49,5,10305.0,1.0,0.0,1.0,2250.0,1348.0,2018.0,1,5,605859,2019-06-26,40.595108,-74.0692936
3,66,2,0,4300,66,13,11207.0,3.0,0.0,3.0,2000.0,1992.0,1910.0,1,13,830000,2019-10-17,40.661427,-73.891357
3,149,0,0,8634,39,2,11234.0,1.0,0.0,1.0,4700.0,972.0,1950.0,1,2,750000,2019-06-18,40.613581,-73.91005299999999
4,69,24,8,1506,1,64,11373.0,12.0,1.0,13.0,5000.0,11900.0,1975.0,4,63,4450000,2019-05-08,40.7458317,-73.883535
3,135,34,8,6782,1569,119,11229.0,0.0,1.0,1.0,0.0,0.0,2016.0,4,119,738231,2019-02-28,40.609859,-73.9538063
3,97,34,8,6381,1041,119,11214.0,0.0,1.0,1.0,0.0,0.0,1956.0,4,119,670000,2019-10-03,40.6012107,-73.9941595
3,172,36,8,937,1302,118,11217.0,0.0,1.0,1.0,0.0,0.0,2016.0,4,118,2400000,2019-01-17,40.680582,-73.9804223
1,39,1,0,764,74,126,10011.0,2.0,1.0,3.0,1421.0,2226.0,1901.0,1,126,19900000,2019-11-13,40.7401237,-74.0019806
2,237,1,0,4704,46,9,10469.0,2.0,0.0,2.0,2000.0,1560.0,1955.0,1,9,665000,2019-07-18,40.88226,-73.8517336
3,29,1,0,262,49,12,11201.0,2.0,0.0,2.0,2328.0,5100.0,1899.0,1,12,7150000,2019-06-17,40.7135452,-73.9840811
5,221,0,0,2780,80,1,10314.0,1.0,0.0,1.0,0.0,0.0,2017.0,1,1,651680,2019-05-28,40.594994,-74.1861534
3,93,10,4,1046,1027,109,11215.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,29620207,2019-04-08,40.666669,-73.99212299999999
4,87,9,4,3258,1137,107,11375.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,107,748414,2019-01-28,40.7191398,-73.84145699999999
3,216,10,4,5818,1048,109,11220.0,1.0,0.0,1.0,0.0,0.0,1990.0,2,109,424000,2019-10-23,40.6379289,-74.0201431
5,206,14,8,3350,23,93,10305.0,0.0,1.0,1.0,4500.0,3699.0,2003.0,4,93,1180000,2019-06-25,40.5933806,-74.0865894
1,75,10,4,78,1666,109,10038.0,1.0,0.0,1.0,0.0,0.0,1909.0,2,109,2760000,2019-05-22,40.708983,-74.0072266
1,94,10,4,900,1142,109,10003.0,1.0,0.0,1.0,0.0,0.0,1920.0,2,109,3050000,2019-03-21,40.7359494,-73.9834487
4,84,1,0,6423,19,9,11355.0,2.0,0.0,2.0,2200.0,1560.0,1950.0,1,9,880000,2019-12-24,40.742348,-73.819397
3,170,0,0,7897,15,1,11234.0,1.0,0.0,1.0,2500.0,1463.0,1920.0,1,1,532000,2019-02-27,40.6177746,-73.9245581
4,119,2,0,9687,102,13,11435.0,3.0,0.0,3.0,1260.0,2268.0,2007.0,1,13,875000,2019-03-20,40.7043462,-73.81063189999999
3,77,0,0,4992,56,5,11203.0,1.0,0.0,1.0,2200.0,2144.0,1930.0,1,5,530000,2019-05-13,40.6378129,-73.933499
4,84,0,0,5281,23,1,11358.0,1.0,0.0,1.0,5000.0,1574.0,1930.0,1,1,1135000,2019-10-01,40.7636888,-73.8042037
4,7,1,0,596,12,9,11102.0,2.0,0.0,2.0,3407.0,2090.0,1920.0,1,9,1975000,2019-04-08,40.769236,-73.921729
3,78,34,8,5043,1016,119,11225.0,0.0,1.0,1.0,0.0,0.0,2016.0,4,119,804418,2019-01-02,40.65793300000001,-73.953879
4,129,0,0,13140,28,1,11413.0,1.0,0.0,1.0,8000.0,2495.0,1940.0,1,1,755000,2019-07-09,40.671829,-73.74699300000002
2,154,29,8,2800,33,80,10457.0,0.0,1.0,1.0,4799.0,4510.0,1989.0,4,80,1350000,2019-01-29,40.8472073,-73.90620419999999
3,33,12,7,3424,1005,106,11207.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,106,578200,2019-02-13,40.6912674,-73.9065653
1,147,37,8,1042,1397,121,10019.0,0.0,1.0,1.0,0.0,0.0,2005.0,4,121,17795,2019-08-23,40.7636209,-73.9859606
4,208,0,0,11756,6,1,11420.0,1.0,0.0,1.0,3000.0,1620.0,1920.0,1,1,610000,2019-06-04,40.67426580000001,-73.8056533
3,8,6,5,6363,17,15,11214.0,6.0,0.0,6.0,2708.0,3600.0,1909.0,2,15,1420000,2019-09-26,40.6087974,-74.0083109
3,10,0,0,5874,47,5,11209.0,1.0,0.0,1.0,1158.0,1088.0,1920.0,1,5,803000,2019-11-25,40.6321417,-74.0188416
4,171,3,1,11544,1024,108,11417.0,1.0,0.0,1.0,0.0,0.0,2003.0,1,108,490000,2019-10-16,40.6695577,-73.8411855
3,36,34,8,343,1024,116,11231.0,0.0,1.0,1.0,0.0,0.0,2017.0,4,116,2700000,2019-06-14,40.6832349,-74.00109479999999
5,233,6,6,175,48,14,10310.0,8.0,0.0,8.0,10000.0,5734.0,1931.0,2,14,1100000,2019-07-09,40.636489,-74.1151242
5,180,6,5,1039,71,16,10302.0,4.0,0.0,4.0,3025.0,2656.0,1931.0,2,16,585000,2019-09-27,40.6306127,-74.13053359999999
5,140,0,0,1188,162,5,10303.0,1.0,0.0,1.0,1000.0,1496.0,1990.0,1,5,310000,2019-11-20,40.6365174,-74.15384829999999
3,78,2,0,4814,52,13,11225.0,3.0,0.0,3.0,2008.0,1648.0,1899.0,1,13,1493500,2019-10-25,40.658206,-73.947796
4,52,1,0,1772,7,11,11368.0,2.0,0.0,2.0,1875.0,1378.0,1910.0,1,11,390000,2019-09-11,40.7528642,-73.8622094
3,14,2,0,1774,23,13,11206.0,3.0,0.0,3.0,1875.0,3000.0,1910.0,1,13,274563,2019-01-24,40.691994,-73.95046599999999
1,128,10,4,928,1511,109,10010.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,109,1211002,2019-12-09,40.7375213,-73.980868
4,133,9,4,72,1138,109,11101.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,107,614200,2019-09-09,40.7449659,-73.947155
3,167,12,7,1527,1005,106,11233.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,106,445146,2019-03-29,40.6801869,-73.91312839999999
3,77,2,0,4934,5,13,11203.0,3.0,0.0,3.0,1581.0,2550.0,1931.0,1,13,700000,2019-01-15,40.7444588,-73.973034
3,35,1,0,7994,29,10,11236.0,2.0,0.0,2.0,2581.0,1476.0,1930.0,1,10,890000,2019-09-25,40.6424861,-73.90924059999999
3,66,6,5,4208,9,16,11208.0,4.0,0.0,4.0,2000.0,3360.0,1925.0,2,16,1285000,2019-08-19,40.6752829,-73.8769398
4,84,33,8,4978,1370,115,11354.0,0.0,1.0,1.0,0.0,0.0,2014.0,4,115,3702162,2019-06-03,40.7611905,-73.82775649999999
4,24,0,0,9724,133,11,11435.0,2.0,0.0,2.0,2500.0,1368.0,1910.0,1,1,850000,2019-10-23,40.7076326,-73.8119814
5,2,0,0,6227,55,2,10312.0,1.0,0.0,1.0,4000.0,2002.0,1960.0,1,2,690000,2019-06-14,40.544698,-74.1778731
4,133,10,4,16,1050,109,11101.0,1.0,0.0,1.0,0.0,0.0,1890.0,2,109,1160000,2019-02-07,40.7127753,-74.0059728
3,66,1,0,4528,10,10,11208.0,2.0,0.0,2.0,2641.0,3009.0,2005.0,1,10,690000,2019-09-06,40.6652362,-73.8676576
3,167,1,0,1433,16,12,11233.0,2.0,0.0,2.0,1667.0,1464.0,1901.0,1,12,557500,2019-07-26,40.6763763,-73.9157589
2,13,1,0,3331,52,11,10467.0,2.0,0.0,2.0,3000.0,1801.0,1915.0,1,11,1980000,2019-08-13,40.8710792,-73.87744599999999
1,147,10,4,1270,1023,109,10019.0,1.0,0.0,1.0,0.0,0.0,1925.0,2,109,1850000,2019-11-12,40.7622732,-73.9767193
2,53,2,0,5414,136,13,10465.0,3.0,0.0,3.0,5000.0,3099.0,1925.0,1,13,873000,2019-07-03,40.843089,-73.81851999999999
1,146,10,4,1345,1150,109,10022.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,109,3250000,2019-06-28,40.7557059,-73.9652383
4,212,0,0,11034,28,1,11412.0,1.0,0.0,1.0,2375.0,1443.0,1920.0,1,1,440000,2019-08-07,40.696687,-73.7578
3,201,0,0,7366,57,5,11229.0,1.0,0.0,1.0,2567.0,1116.0,1950.0,1,5,639999,2019-05-01,40.5996536,-73.9386359
4,7,34,8,503,1180,116,11106.0,0.0,1.0,1.0,0.0,0.0,2007.0,4,116,950000,2019-02-19,40.7690761,-73.9344072
1,105,10,4,2045,1179,109,10039.0,1.0,0.0,1.0,0.0,0.0,2005.0,2,109,836000,2019-12-20,40.8235418,-73.94246629999999
4,111,15,8,10460,56,69,11423.0,0.0,1.0,1.0,1596.0,1080.0,1931.0,4,68,300000,2019-05-30,40.7121469,-73.7653515
3,10,1,0,5840,9,10,11220.0,2.0,0.0,2.0,2000.0,1155.0,1925.0,1,10,806369,2019-05-25,40.639159,-74.028094
1,155,10,4,859,1518,109,10016.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,2912183,2019-02-26,40.7455527,-73.9863295
3,135,10,4,6782,1536,109,11229.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,109,860000,2019-12-05,40.609859,-73.9538063
1,94,10,4,901,1011,109,10010.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,109,1554053,2019-07-02,40.73734,-73.9838176
4,171,0,0,11400,31,1,11417.0,1.0,0.0,1.0,3000.0,1120.0,1935.0,1,1,385000,2019-03-08,40.6722177,-73.8468384
4,84,3,1,5296,1102,108,11358.0,1.0,0.0,1.0,0.0,0.0,2008.0,1,108,750000,2019-10-28,40.7621493,-73.7963588
4,84,10,4,4957,1017,109,11354.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,109,602000,2019-08-26,40.7667901,-73.8280284
3,55,12,7,1361,1003,106,11213.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,106,325000,2019-03-12,40.6739152,-73.9297708
4,183,0,0,10613,1,1,11428.0,1.0,0.0,1.0,2500.0,1168.0,1920.0,1,1,565000,2019-10-02,40.7187196,-73.74683089999999
3,66,1,0,4081,29,9,11208.0,2.0,0.0,2.0,2476.0,1757.0,1901.0,1,9,660000,2019-11-26,40.6677306,-73.8820709
5,160,1,0,3635,11,10,10306.0,2.0,0.0,2.0,3500.0,2388.0,2019.0,1,10,1069163,2019-09-27,40.5741531,-74.11305349999999
3,35,0,0,8068,25,1,11236.0,1.0,0.0,1.0,2000.0,1360.0,1920.0,1,1,582000,2019-12-13,40.63444,-73.900475
1,94,10,4,900,1108,109,10003.0,1.0,0.0,1.0,0.0,0.0,1920.0,2,109,6337305,2019-01-30,40.7361872,-73.9836823
5,246,0,0,6970,54,5,10309.0,1.0,0.0,1.0,2851.0,1658.0,2018.0,1,5,749999,2019-11-06,40.5386408,-74.21172
1,39,10,4,797,1410,109,10011.0,1.0,0.0,1.0,0.0,0.0,2003.0,2,109,3025000,2019-01-30,40.7428028,-73.9952254
1,137,9,4,1843,1033,107,10025.0,1.0,0.0,1.0,0.0,0.0,1929.0,2,107,118677,2019-06-06,40.7997421,-73.9614914
1,101,36,8,540,1001,118,10012.0,0.0,1.0,1.0,0.0,0.0,1900.0,4,118,2200000,2019-05-15,40.7290194,-74.0006111
1,134,10,4,409,1244,109,10002.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,109,3195000,2019-11-19,40.7180143,-73.9891093
2,205,1,0,3774,73,9,10472.0,2.0,0.0,2.0,2500.0,2544.0,1930.0,1,9,475000,2019-01-24,40.82923600000001,-73.87767319999999
3,23,1,0,5431,57,9,11219.0,2.0,0.0,2.0,1760.0,2175.0,1935.0,1,9,1300000,2019-01-21,40.6339615,-73.9838868
3,62,10,4,161,1023,109,11217.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,680000,2019-10-29,40.6885353,-73.98136319999999
4,212,1,0,12657,31,9,11412.0,2.0,0.0,2.0,4200.0,1406.0,1945.0,1,9,880000,2019-10-31,40.690936,-73.749538
5,235,1,0,475,4,10,10314.0,2.0,0.0,2.0,5750.0,2952.0,1960.0,1,10,850000,2019-03-06,40.614012,-74.143058
5,3,0,0,5740,180,5,10312.0,1.0,0.0,1.0,560.0,1510.0,2004.0,1,5,405000,2019-11-15,40.5646688,-74.18378969999999
3,168,1,0,5416,38,9,11218.0,2.0,0.0,2.0,2496.0,2120.0,1915.0,1,9,1330000,2019-07-02,40.6318889,-73.9741185
4,65,1,0,1679,10,10,11369.0,2.0,0.0,2.0,4053.0,2758.0,2018.0,1,10,1480000,2019-05-28,40.7621671,-73.8619946
3,56,0,0,3920,14,1,11207.0,1.0,0.0,1.0,2200.0,1512.0,1920.0,1,1,450000,2019-12-13,40.6809806,-73.8903547
3,20,0,0,8412,52,8,11234.0,1.0,0.0,1.0,2000.0,1036.0,1925.0,1,8,570000,2019-08-07,40.7692518,-73.9594312
4,183,0,0,11147,3,2,11429.0,1.0,0.0,1.0,4024.0,774.0,1920.0,1,2,450000,2019-12-26,40.707717,-73.73966999999999
4,84,10,4,5066,1399,109,11354.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,109,1250000,2019-04-26,40.7576921,-73.83468100000002
4,34,0,0,11310,29,2,11411.0,1.0,0.0,1.0,4000.0,1140.0,1950.0,1,2,550000,2019-03-27,40.696027,-73.7308539
4,34,0,0,12770,73,2,11411.0,1.0,0.0,1.0,4000.0,1084.0,1945.0,1,2,640000,2019-09-20,40.68872,-73.730018
4,194,2,0,13579,61,13,11422.0,3.0,0.0,3.0,6050.0,2464.0,1960.0,1,13,750000,2019-09-12,40.6598986,-73.7356331
3,33,12,7,3254,1006,106,11221.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,106,900000,2019-04-15,40.6956542,-73.9260278
3,78,1,0,1328,64,12,11225.0,2.0,0.0,2.0,2050.0,2704.0,1905.0,1,12,2300000,2019-06-28,40.661539,-73.95472699999999
4,69,34,8,2891,1131,119,11373.0,0.0,1.0,1.0,0.0,0.0,2006.0,4,119,575000,2019-04-30,40.7341124,-73.8827037
3,173,12,7,1034,1003,106,11215.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,106,1725000,2019-02-28,40.6667448,-73.9896136
5,180,0,0,1039,124,5,10302.0,1.0,0.0,1.0,2725.0,1176.0,1970.0,1,8,530000,2019-11-14,40.62885199999999,-74.13149709999999
4,84,10,4,4995,1016,109,11354.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,295469,2019-03-13,40.7669822,-73.8213762
3,35,1,0,8065,22,12,11236.0,2.0,0.0,2.0,2000.0,2070.0,1955.0,1,12,725000,2019-07-11,40.632714,-73.902253
3,100,6,4,2558,64,14,11222.0,16.0,0.0,16.0,4750.0,13000.0,1930.0,2,14,29000000,2019-12-19,40.7302811,-73.9557808
2,28,1,0,4424,2,9,10467.0,2.0,0.0,2.0,2200.0,2055.0,1950.0,1,9,470000,2019-04-08,40.8616408,-73.869725
2,11,1,0,4799,103,9,10469.0,2.0,0.0,2.0,1588.0,3201.0,2006.0,1,9,499000,2019-04-05,40.869538,-73.834991
3,44,3,4,1969,1405,107,11238.0,1.0,0.0,1.0,0.0,0.0,2017.0,1,108,1225000,2019-10-24,40.740157,-73.9844897
1,105,3,3,1904,1202,111,10026.0,1.0,0.0,1.0,0.0,0.0,1920.0,1,111,733140,2019-09-05,40.8050004,-73.9502755
2,11,1,0,4885,72,9,10469.0,2.0,0.0,2.0,2375.0,2227.0,1920.0,1,9,410000,2019-05-22,40.8795341,-73.8405624
1,42,10,4,174,1565,109,10013.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,3989707,2019-10-04,40.71722310000001,-74.0045792
1,224,10,4,1558,1037,109,10128.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,2331793,2019-06-14,40.7839239,-73.946711
4,12,1,0,7569,18,10,11364.0,2.0,0.0,2.0,3816.0,2268.0,1965.0,1,10,1120000,2019-10-10,40.753348,-73.751582
