BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,lat,lng
3,168,15,8,6531,19,69,11230.0,0.0,4.0,4.0,6000.0,6000.0,1930.0,4,68,2125000,2019-11-06,40.6238479,-73.96535999999999
5,115,0,0,6888,2,5,10309.0,1.0,0.0,1.0,2940.0,1668.0,1960.0,1,5,625000,2019-06-21,40.53879,-74.205784
4,203,0,0,12020,4,5,11436.0,1.0,0.0,1.0,2279.0,1094.0,1950.0,1,5,525000,2019-04-09,40.679723,-73.79498
5,140,6,5,1257,28,15,10303.0,5.0,0.0,5.0,7250.0,3748.0,1915.0,2,15,725000,2019-01-22,40.6349181,-74.1659018
2,151,1,0,4113,38,126,10461.0,2.0,1.0,3.0,2500.0,2646.0,1929.0,1,126,720000,2019-05-15,40.8481077,-73.84705149999999
4,82,0,0,8683,13,0,11004.0,1.0,0.0,1.0,6000.0,1170.0,1955.0,1,0,740000,2019-06-06,40.7491739,-73.70610599999999
3,135,1,0,6813,39,9,11229.0,2.0,0.0,2.0,2074.0,2161.0,1930.0,1,9,450000,2019-08-19,40.6078464,-73.9429969
4,114,1,0,14039,65,10,11414.0,2.0,0.0,2.0,4000.0,2944.0,1965.0,1,10,810000,2019-01-18,40.653784,-73.84791899999999
1,146,10,4,1370,1049,109,10022.0,1.0,0.0,1.0,0.0,0.0,1981.0,2,109,420000,2019-05-15,40.758529,-73.960155
4,52,1,0,1934,32,9,11368.0,2.0,0.0,2.0,2112.0,3092.0,1966.0,1,9,950000,2019-10-10,40.743047,-73.858182
4,186,0,0,9547,3,8,11419.0,1.0,0.0,1.0,2000.0,1296.0,1930.0,1,8,565000,2019-12-19,40.681749,-73.831521
5,57,0,0,3325,66,5,10305.0,1.0,0.0,1.0,1512.0,1148.0,1985.0,1,5,325000,2019-10-23,40.594975,-74.0881
3,23,1,0,5630,45,126,11219.0,2.0,1.0,3.0,2467.0,4752.0,1970.0,1,126,2700000,2019-04-11,40.633137,-73.987201
5,49,0,0,649,32,1,10304.0,1.0,0.0,1.0,2500.0,1125.0,1920.0,1,1,280000,2019-12-30,40.6150192,-74.087358
2,116,6,5,2766,57,15,10474.0,5.0,0.0,5.0,2000.0,2200.0,1930.0,2,15,525000,2019-09-25,40.8135025,-73.8869361
3,239,6,6,3064,27,17,11206.0,6.0,2.0,8.0,2400.0,6600.0,1920.0,2,17,3200000,2019-03-21,40.7072521,-73.93954459999999
3,76,1,0,5127,43,9,11226.0,2.0,0.0,2.0,1600.0,1920.0,1920.0,1,9,1175000,2019-04-12,40.6471797,-73.95470689999999
4,92,0,0,3856,179,1,11385.0,1.0,0.0,1.0,3000.0,1270.0,1920.0,1,1,629000,2019-05-21,40.7082937,-73.8610117
3,10,0,0,6123,2,8,11209.0,1.0,0.0,1.0,1199.0,874.0,1901.0,1,8,700000,2019-08-13,40.6142296,-74.0305116
3,62,10,4,161,1141,109,11217.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,970392,2019-12-18,40.6885353,-73.98136319999999
3,8,10,4,6377,1139,109,11214.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,375180,2019-01-18,40.6029239,-73.9966203
3,77,1,0,4783,64,9,11203.0,2.0,0.0,2.0,1600.0,1740.0,1940.0,1,9,550000,2019-01-18,40.638405,-73.9306661
3,66,6,5,4311,13,16,11207.0,4.0,0.0,4.0,4000.0,3766.0,1930.0,2,16,499000,2019-02-22,40.6655682,-73.88323079999999
2,142,0,0,2782,92,5,10456.0,1.0,0.0,1.0,1327.0,1312.0,1899.0,1,5,310000,2019-06-28,40.835944,-73.909177
3,55,12,7,1226,1001,106,11216.0,1.0,0.0,1.0,0.0,0.0,2006.0,2,106,884500,2019-06-21,40.6746684,-73.9521677
4,6,2,0,15913,49,13,11692.0,3.0,0.0,3.0,2750.0,3726.0,1901.0,1,13,630000,2019-06-07,40.5916786,-73.7956924
3,139,1,0,8538,25,11,11234.0,2.0,0.0,2.0,2000.0,1504.0,1930.0,1,11,805000,2019-11-07,40.6084415,-73.9270611
1,134,10,4,349,1232,109,10002.0,1.0,0.0,1.0,0.0,0.0,1925.0,2,109,2275000,2019-06-27,40.7193816,-73.98564569999999
3,79,1,0,4588,6,9,11203.0,2.0,0.0,2.0,1734.0,2244.0,1929.0,1,9,870000,2019-09-26,40.6623885,-73.933904
3,97,1,0,7121,46,10,11223.0,2.0,0.0,2.0,1700.0,1428.0,1930.0,1,10,980000,2019-03-29,40.5946134,-73.9769377
1,224,10,4,1566,1087,109,10028.0,1.0,0.0,1.0,0.0,0.0,1986.0,2,109,1175000,2019-08-06,40.7762478,-73.9473481
4,171,2,0,9079,29,13,11416.0,3.0,0.0,3.0,2800.0,2158.0,1920.0,1,13,450000,2019-07-12,40.67996,-73.85931099999999
3,19,1,0,6194,56,10,11204.0,2.0,0.0,2.0,2500.0,1860.0,1930.0,1,10,1150000,2019-04-10,40.6140788,-73.99363129999999
4,212,0,0,10311,16,1,11434.0,1.0,0.0,1.0,4000.0,1504.0,1925.0,1,1,177650,2019-11-26,40.695488,-73.770139
4,119,1,0,9702,24,11,11435.0,2.0,0.0,2.0,3000.0,1501.0,1930.0,1,11,550000,2019-06-13,40.706057,-73.810664
1,223,6,4,1436,33,20,10065.0,22.0,2.0,24.0,2744.0,12180.0,1910.0,2,19,11833334,2019-02-19,40.7616258,-73.9614057
4,208,1,0,11707,46,11,11420.0,2.0,0.0,2.0,2500.0,1416.0,1925.0,1,11,400000,2019-02-11,40.676156,-73.823317
4,236,1,0,4683,150,10,11357.0,2.0,0.0,2.0,0.0,0.0,2017.0,1,10,1476463,2019-05-10,40.7840903,-73.8113302
1,75,10,4,53,1302,109,10006.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,109,1300000,2019-08-26,40.7092191,-74.0137534
2,217,0,0,5546,131,1,10465.0,1.0,0.0,1.0,4331.0,1600.0,1988.0,1,1,680000,2019-09-23,40.8256419,-73.8260821
5,163,0,0,2391,142,5,10314.0,1.0,0.0,1.0,1600.0,1400.0,1992.0,1,5,499900,2019-05-29,40.5836416,-74.15076549999999
1,224,10,4,1550,1106,109,10128.0,1.0,0.0,1.0,0.0,0.0,1988.0,2,109,1925000,2019-01-04,40.7781672,-73.94890939999999
4,143,34,8,3054,1023,119,11379.0,0.0,1.0,1.0,0.0,0.0,2007.0,4,119,550000,2019-01-23,40.7124358,-73.8848549
4,133,10,4,30,1097,109,11101.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,109,1780000,2019-09-04,40.744643,-73.9553212
5,163,3,1,2401,1368,108,10314.0,1.0,0.0,1.0,0.0,0.0,1988.0,1,108,415000,2019-08-07,40.5850895,-74.16295699999999
1,226,10,4,1115,2136,109,10023.0,1.0,0.0,1.0,0.0,0.0,1979.0,2,109,1985588,2019-05-02,40.7707681,-73.98173100000001
5,140,6,4,1148,36,14,10303.0,12.0,0.0,12.0,14200.0,7000.0,1931.0,2,14,1600000,2019-08-20,40.6265562,-74.1480809
5,161,0,0,4057,107,5,10306.0,1.0,0.0,1.0,1470.0,1080.0,1980.0,1,5,432500,2019-04-23,40.5609762,-74.1068708
4,194,1,0,13464,13,11,11413.0,2.0,0.0,2.0,4100.0,2000.0,1950.0,1,11,540000,2019-03-25,40.658325,-73.75145599999999
4,171,0,0,8997,40,5,11416.0,1.0,0.0,1.0,1700.0,1145.0,1920.0,1,5,382500,2019-03-18,40.683269,-73.86380199999999
5,95,0,0,3535,94,5,10306.0,1.0,0.0,1.0,2758.0,1870.0,1970.0,1,5,547500,2019-04-22,40.586173,-74.10360000000001
1,231,10,4,2134,1414,109,10032.0,1.0,0.0,1.0,0.0,0.0,1900.0,2,109,102500,2019-08-25,40.835309,-73.9464969
1,102,10,4,610,1032,109,10014.0,1.0,0.0,1.0,0.0,0.0,1931.0,2,109,1350000,2019-03-15,40.733877,-74.001795
2,205,2,0,3731,59,5,10472.0,1.0,0.0,1.0,1800.0,1656.0,1960.0,1,13,500000,2019-08-06,40.827406,-73.861806
4,72,0,0,15665,76,1,11691.0,1.0,0.0,1.0,5000.0,2056.0,1920.0,1,1,526000,2019-12-06,40.609291,-73.75921799999999
3,172,0,0,1081,59,4,11215.0,1.0,0.0,1.0,1615.0,2712.0,1899.0,1,4,3690000,2019-05-30,40.66834799999999,-73.975326
4,189,6,5,3560,3,15,11385.0,6.0,0.0,6.0,2500.0,3750.0,1931.0,2,15,1300000,2019-12-31,40.69956800000001,-73.90480699999999
2,176,1,0,4452,48,9,10469.0,2.0,0.0,2.0,1900.0,1966.0,1965.0,1,9,665000,2019-09-10,40.8651789,-73.8565653
4,141,0,0,2634,26,5,11378.0,1.0,0.0,1.0,918.0,1377.0,1930.0,1,5,819000,2019-12-13,40.7136691,-73.9116362
4,7,10,4,905,1194,109,11102.0,1.0,0.0,1.0,0.0,0.0,1989.0,2,109,520000,2019-01-02,40.7765717,-73.9283585
4,7,6,5,703,36,15,11101.0,6.0,0.0,6.0,2500.0,3930.0,1928.0,2,15,4200000,2019-11-25,40.7546518,-73.9184229
2,9,1,0,3045,110,9,10457.0,2.0,0.0,2.0,2785.0,2565.0,1998.0,1,9,610000,2019-06-28,40.8499114,-73.895179
4,207,5,0,10044,23,40,11435.0,0.0,0.0,0.0,2500.0,0.0,1931.0,1,39,30000,2019-12-11,40.691973,-73.806994
5,3,3,1,6017,4005,108,10312.0,1.0,0.0,1.0,0.0,0.0,1979.0,1,108,495000,2019-02-05,40.5484585,-74.19871309999999
3,100,1,0,2701,27,12,11222.0,2.0,0.0,2.0,2500.0,2625.0,1910.0,1,12,1750000,2019-12-18,40.722212,-73.945495
4,85,0,0,6922,7,2,11365.0,1.0,0.0,1.0,4000.0,1200.0,1950.0,1,2,878000,2019-09-25,40.733137,-73.800935
4,52,2,0,1968,155,13,11368.0,3.0,0.0,3.0,2000.0,3220.0,1972.0,1,13,1380000,2019-02-26,40.740411,-73.851055
4,212,0,0,10982,212,5,11412.0,1.0,0.0,1.0,2142.0,1280.0,1940.0,1,5,530000,2019-07-26,40.7031615,-73.75082990000001
1,40,36,8,172,1001,118,10013.0,0.0,1.0,1.0,0.0,0.0,1990.0,4,118,9270000,2019-01-18,40.7177053,-74.002883
4,208,0,0,11775,201,1,11420.0,1.0,0.0,1.0,2000.0,812.0,1925.0,1,1,149750,2019-12-18,40.671374,-73.802346
4,84,0,0,5758,33,5,11357.0,1.0,0.0,1.0,2250.0,1296.0,1950.0,1,5,750000,2019-02-27,40.7770719,-73.79828599999999
3,201,1,0,7355,7,126,11229.0,2.0,1.0,3.0,2000.0,2480.0,1927.0,1,126,1535000,2019-01-28,40.599521,-73.9488635
3,33,12,7,3254,1003,106,11221.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,106,609932,2019-03-19,40.6956542,-73.9260278
5,195,1,0,7054,425,10,10309.0,2.0,0.0,2.0,4000.0,2584.0,1980.0,1,10,720000,2019-09-16,40.5505475,-74.2174969
1,223,10,4,1484,1358,109,10021.0,1.0,0.0,1.0,0.0,0.0,1985.0,2,109,3810000,2019-11-14,40.7666839,-73.9527719
1,227,10,4,1226,1150,109,10025.0,1.0,0.0,1.0,0.0,0.0,1971.0,2,109,719000,2019-07-22,40.793531,-73.97022299999999
3,66,1,0,4291,146,10,11208.0,2.0,0.0,2.0,2050.0,2132.0,2005.0,1,10,1213530,2019-08-08,40.6713817,-73.8610966
4,211,1,0,12984,15,11,11434.0,2.0,0.0,2.0,3242.0,1728.0,1920.0,1,11,450000,2019-12-06,40.677874,-73.76079399999999
3,76,1,0,5140,18,126,11226.0,2.0,1.0,3.0,2000.0,4160.0,1930.0,1,126,1150000,2019-07-17,40.646143,-73.949367
2,13,6,5,3318,86,16,10468.0,4.0,0.0,4.0,2381.0,3040.0,1925.0,2,16,875000,2019-03-28,40.8696981,-73.89380229999999
4,133,10,4,430,1086,109,11101.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1234833,2019-03-29,40.7485642,-73.9416329
1,94,10,4,877,1057,109,10010.0,1.0,0.0,1.0,0.0,0.0,2012.0,2,109,1420000,2019-06-28,40.738135,-73.9839671
2,205,6,5,3741,17,16,10472.0,4.0,0.0,4.0,2500.0,3485.0,1927.0,2,16,800000,2019-08-28,40.82706719999999,-73.87759199999999
5,98,0,0,4500,46,5,10308.0,1.0,0.0,1.0,2500.0,1280.0,1983.0,1,5,522000,2019-08-19,40.5656293,-74.149723
4,203,1,0,12082,46,10,11436.0,2.0,0.0,2.0,3800.0,2254.0,2005.0,1,10,1,2019-09-10,40.669861,-73.79318099999999
3,64,1,0,6167,24,9,11228.0,2.0,0.0,2.0,2500.0,2314.0,1955.0,1,9,1600000,2019-01-16,40.6223143,-74.00358310000001
3,201,1,0,7351,17,9,11229.0,2.0,0.0,2.0,4000.0,2662.0,1925.0,1,9,1776000,2019-06-18,40.5985281,-73.9527667
3,97,20,8,6580,1301,110,11204.0,0.0,1.0,1.0,0.0,0.0,2007.0,4,110,3029294,2019-07-18,40.6116529,-73.97869299999999
1,146,10,4,1320,2173,109,10017.0,1.0,0.0,1.0,0.0,0.0,1988.0,2,109,2400000,2019-02-28,40.7531982,-73.9706175
2,153,0,0,2286,33,125,10454.0,1.0,1.0,2.0,1666.0,3000.0,1910.0,1,125,2500,2019-11-07,40.8108668,-73.9196595
1,134,10,4,248,1129,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,2306258,2019-04-15,40.710446,-73.991227
1,147,10,4,1032,1215,109,10036.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,109,1025000,2019-09-24,40.7578531,-73.9923304
5,180,0,0,1057,64,1,10302.0,1.0,0.0,1.0,2800.0,1248.0,1925.0,1,1,274000,2019-09-30,40.7114014,-74.0064969
1,227,10,4,1247,1067,109,10024.0,1.0,0.0,1.0,0.0,0.0,1950.0,2,109,830000,2019-08-16,40.789378,-73.979844
4,84,0,0,7376,31,5,11364.0,1.0,0.0,1.0,2425.0,896.0,1955.0,1,5,615000,2019-04-25,40.7487825,-73.7787243
1,145,10,4,1309,1156,109,10022.0,1.0,0.0,1.0,0.0,0.0,1937.0,2,109,1175000,2019-06-14,40.7592574,-73.970743
1,107,10,4,2064,1190,109,10031.0,1.0,0.0,1.0,0.0,0.0,1951.0,2,109,703000,2019-03-06,40.8271909,-73.9438241
4,212,0,0,10946,180,1,11412.0,1.0,0.0,1.0,3000.0,1298.0,1920.0,1,1,282000,2019-10-24,40.7055956,-73.7519164
4,118,0,0,1359,52,5,11370.0,1.0,0.0,1.0,2000.0,1424.0,1940.0,1,5,750000,2019-10-09,40.76258,-73.88347399999999
3,243,1,0,5283,37,126,11218.0,2.0,1.0,3.0,2904.0,3700.0,1931.0,1,126,2025000,2019-06-19,40.6507119,-73.9770571
3,201,3,1,7470,1102,108,11235.0,1.0,0.0,1.0,0.0,0.0,1999.0,1,108,10,2019-10-22,40.5878796,-73.94354609999999
3,182,12,7,1122,1102,106,11238.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,106,1925000,2019-04-24,40.680872,-73.96621999999999
4,194,0,0,13690,162,5,11422.0,1.0,0.0,1.0,2500.0,1156.0,1960.0,1,5,480000,2019-04-12,40.652586,-73.7275949
4,133,10,4,600,1106,109,11101.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,881975,2019-10-17,40.7548389,-73.9302644
4,191,34,8,16173,1079,119,11694.0,0.0,1.0,1.0,0.0,0.0,2006.0,4,119,795000,2019-04-25,40.5832783,-73.8215568
3,10,0,0,6042,65,1,11209.0,1.0,0.0,1.0,2217.0,1392.0,1925.0,1,1,950000,2019-11-26,40.623966,-74.035624
3,170,1,0,8408,21,10,11234.0,2.0,0.0,2.0,2000.0,1245.0,1930.0,1,10,620000,2019-01-31,40.6180819,-73.9121229
5,242,0,0,1975,503,125,10314.0,1.0,1.0,2.0,5640.0,1960.0,1975.0,1,125,850000,2019-04-18,40.5973409,-74.14054829999999
4,212,1,0,12470,43,11,11434.0,2.0,0.0,2.0,3400.0,1396.0,1925.0,1,11,400000,2019-04-18,40.6848751,-73.76834389999999
4,7,1,0,538,2,9,11102.0,2.0,0.0,2.0,2500.0,1140.0,1901.0,1,9,985000,2019-10-18,40.77096299999999,-73.92772599999999
4,48,1,0,4004,39,10,11356.0,2.0,0.0,2.0,2500.0,1576.0,1930.0,1,10,300000,2019-11-15,40.7871374,-73.84089709999999
1,223,10,4,1416,1018,109,10065.0,1.0,0.0,1.0,0.0,0.0,1967.0,2,109,1932129,2019-05-15,40.7630942,-73.9649721
3,29,34,8,245,1462,116,11201.0,0.0,1.0,1.0,0.0,0.0,2008.0,4,116,185562,2019-05-02,40.693297,-73.9995757
5,235,1,0,1483,14,10,10314.0,2.0,0.0,2.0,4800.0,2408.0,1970.0,1,10,730000,2019-07-18,40.62007759999999,-74.1459019
4,129,1,0,13200,9,11,11422.0,2.0,0.0,2.0,3142.0,1352.0,1930.0,1,11,680000,2019-05-10,40.671429,-73.73769999999999
4,211,0,0,13356,21,5,11413.0,1.0,0.0,1.0,1681.0,828.0,2009.0,1,5,454000,2019-09-06,40.6618007,-73.7639646
5,242,0,0,787,22,1,10314.0,1.0,0.0,1.0,4000.0,2105.0,1965.0,1,1,915000,2019-11-12,40.6041382,-74.13934189999999
4,186,0,0,9536,83,1,11419.0,1.0,0.0,1.0,1888.0,1476.0,1925.0,1,1,480000,2019-12-20,40.684949,-73.828931
5,215,0,0,606,25,2,10301.0,1.0,0.0,1.0,4040.0,1296.0,1950.0,1,2,85000,2019-11-11,40.6156096,-74.1011698
4,125,0,0,3352,38,125,11415.0,1.0,1.0,2.0,3072.0,2341.0,1910.0,1,125,10,2019-09-20,40.7113607,-73.8289107
3,148,15,8,6704,84,70,11230.0,0.0,2.0,2.0,5958.0,3200.0,1923.0,4,69,2727500,2019-02-25,40.6268952,-73.9652337
5,193,0,0,2985,64,5,10305.0,1.0,0.0,1.0,1095.0,1060.0,1988.0,1,5,365000,2019-01-23,40.60906600000001,-74.07470500000001
3,148,34,8,6747,1113,119,11230.0,0.0,1.0,1.0,0.0,0.0,2008.0,4,119,450000,2019-07-18,40.61668780000001,-73.9565842
3,64,1,0,6337,70,9,11228.0,2.0,0.0,2.0,2000.0,3012.0,1925.0,1,9,1325000,2019-12-23,40.6166715,-74.0175838
4,236,1,0,4503,8,11,11357.0,2.0,0.0,2.0,6475.0,1942.0,1935.0,1,11,950000,2019-10-31,40.790835,-73.8163787
1,105,10,4,1746,1091,109,10035.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,109,1100000,2019-10-01,40.8027463,-73.944352
4,247,1,0,1328,44,126,11377.0,2.0,1.0,3.0,2037.0,1823.0,1931.0,1,126,997000,2019-08-12,40.744948,-73.90699699999999
1,134,10,4,248,1306,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1482499,2019-09-27,40.7110409,-73.99117439999999
3,201,1,0,7367,47,9,11229.0,2.0,0.0,2.0,2000.0,2226.0,1950.0,1,9,890000,2019-09-17,40.599212,-73.9375091
2,151,2,0,4043,4,13,10462.0,3.0,0.0,3.0,1845.0,1566.0,1965.0,1,13,660000,2019-11-06,40.8444279,-73.8616049
3,14,34,8,1781,1103,119,11221.0,0.0,1.0,1.0,0.0,0.0,2016.0,4,119,999000,2019-03-06,40.69202629999999,-73.9439112
1,105,6,4,2006,37,14,10030.0,11.0,0.0,11.0,2498.0,9265.0,1910.0,2,14,21400000,2019-12-20,40.8161712,-73.9400367
4,186,0,0,9387,17,1,11416.0,1.0,0.0,1.0,4967.0,1786.0,1920.0,1,1,775000,2019-07-02,40.688792,-73.838584
1,223,10,4,1375,1432,109,10022.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,32396000,2019-01-07,40.7638548,-73.969518
2,127,1,0,3252,359,11,10463.0,2.0,0.0,2.0,4742.0,2832.0,1940.0,1,11,950000,2019-03-18,40.8845948,-73.89273349999999
5,220,0,0,7868,31,5,10307.0,1.0,0.0,1.0,1514.0,1195.0,2005.0,1,5,460000,2019-10-07,40.511316,-74.240432
3,56,1,0,4129,35,10,11208.0,2.0,0.0,2.0,1943.0,2820.0,1901.0,1,10,607500,2019-07-15,40.6849689,-73.8738136
2,11,1,0,4980,85,10,10466.0,2.0,0.0,2.0,2500.0,1848.0,1915.0,1,10,694000,2019-03-22,40.890535,-73.84400099999999
3,148,34,8,6742,1018,116,11230.0,0.0,1.0,1.0,0.0,0.0,2008.0,4,116,782500,2019-11-18,40.6172463,-73.9610373
3,79,1,0,4658,51,9,11203.0,2.0,0.0,2.0,2500.0,4080.0,1935.0,1,9,830000,2019-02-07,40.7565568,-73.9681641
3,239,1,0,2790,27,126,11206.0,2.0,1.0,3.0,1462.0,1928.0,1920.0,1,126,420000,2019-07-30,40.711425,-73.9407167
3,201,0,0,7386,69,5,11229.0,1.0,0.0,1.0,1600.0,1592.0,1940.0,1,5,828000,2019-10-17,40.5970681,-73.94297399999999
1,105,1,0,1750,62,11,10035.0,2.0,0.0,2.0,1873.0,4343.0,1909.0,1,11,3400000,2019-11-15,40.806536,-73.9408845
4,129,0,0,12904,19,5,11413.0,1.0,0.0,1.0,2042.0,1456.0,1930.0,1,5,464000,2019-05-01,40.681704,-73.74113899999999
1,155,10,4,890,1413,109,10016.0,1.0,0.0,1.0,0.0,0.0,2001.0,2,109,10,2019-11-09,40.7463641,-73.9789855
2,205,6,5,3872,51,16,10472.0,4.0,0.0,4.0,2500.0,2706.0,1927.0,2,16,730000,2019-12-05,40.83358279999999,-73.87096509999999
3,14,6,5,1849,14,15,11216.0,6.0,0.0,6.0,4000.0,4500.0,1910.0,2,15,2300000,2019-09-03,40.6810035,-73.9486785
5,96,0,0,3154,4,5,10304.0,1.0,0.0,1.0,2155.0,1310.0,2003.0,1,5,639000,2019-10-21,40.6057178,-74.0896578
5,163,1,0,2394,1,10,10314.0,2.0,0.0,2.0,4700.0,2744.0,1970.0,1,10,770000,2019-02-01,40.58553980000001,-74.1563608
4,118,1,0,1396,54,11,11370.0,2.0,0.0,2.0,2242.0,1971.0,1925.0,1,11,910000,2019-04-26,40.758989,-73.88379599999999
1,224,10,4,1569,1103,109,10128.0,1.0,0.0,1.0,0.0,0.0,1963.0,2,109,1700000,2019-08-19,40.7788108,-73.9473227
4,119,1,0,9992,50,9,11435.0,2.0,0.0,2.0,2400.0,2192.0,1915.0,1,9,998200,2019-11-13,40.697802,-73.80892399999999
5,103,0,0,590,96,1,10301.0,1.0,0.0,1.0,10906.0,1920.0,1925.0,1,1,740000,2019-11-04,40.6242565,-74.093048
1,228,10,4,1887,1042,109,10025.0,1.0,0.0,1.0,0.0,0.0,1920.0,2,109,1675000,2019-03-27,40.7476873,-73.9878772
5,140,0,0,1215,10,2,10303.0,1.0,0.0,1.0,4792.0,1012.0,1950.0,1,2,250000,2019-09-19,40.6319939,-74.1560856
3,10,0,0,5871,89,5,11209.0,1.0,0.0,1.0,1600.0,2112.0,1920.0,1,5,1100000,2019-08-21,40.6356882,-74.0283572
3,10,1,0,5867,35,9,11220.0,2.0,0.0,2.0,2000.0,2230.0,1925.0,1,9,1340000,2019-03-07,40.6307438,-74.0152198
4,84,34,8,4995,1087,119,11354.0,0.0,1.0,1.0,0.0,0.0,2015.0,4,119,2212973,2019-01-11,40.7669822,-73.8213762
1,94,10,4,900,1029,109,10003.0,1.0,0.0,1.0,0.0,0.0,1920.0,2,109,3192214,2019-05-30,40.7361872,-73.9836823
4,12,10,4,5893,1964,109,11360.0,1.0,0.0,1.0,0.0,0.0,1972.0,2,109,648000,2019-11-01,40.7780359,-73.7808993
5,193,0,0,2975,47,5,10305.0,1.0,0.0,1.0,1344.0,1200.0,1992.0,1,5,450000,2019-05-14,40.6121307,-74.0737288
5,31,1,0,1655,52,12,10314.0,2.0,0.0,2.0,3330.0,1912.0,1974.0,1,12,565000,2019-02-06,40.6200075,-74.16140659999999
4,183,0,0,10653,82,1,11427.0,1.0,0.0,1.0,3135.0,1260.0,1930.0,1,1,519000,2019-05-14,40.72226,-73.750242
3,238,10,4,2224,1107,109,11249.0,1.0,0.0,1.0,0.0,0.0,1998.0,2,109,847000,2019-12-23,40.7002195,-73.9588244
2,28,1,0,4575,34,9,10469.0,2.0,0.0,2.0,2500.0,3900.0,1940.0,1,9,740000,2019-11-07,40.870873,-73.85970979999999
5,235,14,8,1521,14,93,10314.0,0.0,2.0,2.0,3647.0,2785.0,1979.0,4,93,725000,2019-03-28,40.6103591,-74.14770399999999
4,244,0,0,8930,77,1,11421.0,1.0,0.0,1.0,2018.0,1328.0,1920.0,1,1,640000,2019-04-22,40.691805,-73.852051
4,244,1,0,8941,139,10,11421.0,2.0,0.0,2.0,1820.0,1804.0,1930.0,1,10,705000,2019-04-25,40.68416879999999,-73.8655019
4,12,14,8,7451,29,88,11364.0,0.0,1.0,1.0,11586.0,21000.0,1974.0,4,88,6000000,2019-05-23,40.7443707,-73.7756279
1,134,20,8,409,1201,110,10002.0,0.0,1.0,1.0,0.0,0.0,2016.0,4,110,15985997,2019-04-16,40.717993,-73.9890901
3,35,1,0,8229,63,12,11236.0,2.0,0.0,2.0,2000.0,2272.0,1955.0,1,12,250000,2019-10-11,40.643885,-73.89360099999999
5,206,0,0,3255,44,1,10305.0,1.0,0.0,1.0,3150.0,2050.0,2005.0,1,1,560000,2019-09-05,40.5922442,-74.0744057
4,143,1,0,2996,14,11,11379.0,2.0,0.0,2.0,2525.0,1840.0,1940.0,1,11,890000,2019-10-16,40.722869,-73.871157
5,70,0,0,5330,7,2,10312.0,1.0,0.0,1.0,4300.0,960.0,1970.0,1,2,695000,2019-11-21,40.538721,-74.1637001
2,28,1,0,4521,49,10,10469.0,2.0,0.0,2.0,5000.0,1820.0,1925.0,1,10,640000,2019-08-13,40.8666145,-73.85497769999999
3,135,0,0,7331,78,5,11229.0,1.0,0.0,1.0,2000.0,1224.0,1930.0,1,5,775096,2019-11-29,40.6013711,-73.9457523
4,84,0,0,5410,40,1,11355.0,1.0,0.0,1.0,4000.0,1782.0,1915.0,1,1,980000,2019-04-30,40.7142262,-74.009061
5,31,0,0,1681,22,5,10303.0,1.0,0.0,1.0,1674.0,1159.0,1988.0,1,5,378222,2019-08-28,40.6243121,-74.16043189999999
3,139,0,0,8480,7,8,11234.0,1.0,0.0,1.0,1530.0,1036.0,1925.0,1,8,664000,2019-01-31,40.6117444,-73.93300850000001
3,56,2,0,3949,11,13,11207.0,3.0,0.0,3.0,2500.0,2886.0,1901.0,1,13,575000,2019-04-15,40.6776763,-73.88948959999999
3,240,10,4,2313,1122,109,11211.0,1.0,0.0,1.0,0.0,0.0,2014.0,2,109,960000,2019-03-29,40.7177441,-73.95479
4,203,0,0,12040,188,5,11436.0,1.0,0.0,1.0,1980.0,1600.0,1945.0,1,5,100000,2019-05-08,40.676336,-73.7961
5,163,3,1,1992,1032,108,10314.0,1.0,0.0,1.0,0.0,0.0,1986.0,1,108,395000,2019-07-25,40.5904354,-74.1494318
2,53,0,0,5410,306,5,10465.0,1.0,0.0,1.0,2500.0,1998.0,1965.0,1,5,540000,2019-07-18,40.8434091,-73.8206435
4,212,0,0,10947,39,1,11429.0,1.0,0.0,1.0,2600.0,1584.0,1920.0,1,1,580000,2019-09-04,40.707025,-73.750338
3,23,12,7,5471,1204,106,11219.0,1.0,0.0,1.0,0.0,0.0,2009.0,2,106,807300,2019-05-08,40.6291006,-73.9879271
